,title,link,view,upload_date
85,"[문화연예 플러스] '월드투어' 블랙핑크, 베트남 추가 공연 (2023.06.27/뉴스투데이/MBC)",https://youtube.com/watch?v=UOr7VqaRhrw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1만회,1개월 전
86,"""요즘 한국은 이런거에 민감한데"" 블랙핑크 최근 소식에 뒤집어진 해외 반응",https://youtube.com/watch?v=nuI1M9-w6A4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.8만회,1개월 전
87,"8월 8일 블랙핑크 계약만료, YG주가는?",https://youtube.com/watch?v=Ec0mmysh1bM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.1천회,4주 전
88,"[뉴스 '꾹'] ""블랙핑크 콘서트 티켓 취소!"" 뜨겁던 베트남 팬들의 '분노' (2023.07.07/MBC뉴스)",https://youtube.com/watch?v=9l_AbJLTCw0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,31만회,1개월 전
89,"""저 블랙핑크에 미쳤어요"" 휴그랜트 충격고백후 단 하루만에 벌어진 기적",https://youtube.com/watch?v=HvB3HJR3PSE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7만회,1개월 전
90,베트남 하노이를 정복한 블랙핑크 이들의 공연에 팬들은 미칠 정도?!,https://youtube.com/watch?v=wDIDM5rIBcg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.7만회,2주 전
91,"'블랙핑크·바비쯤이야'…4,000조 지나는 남중국해 9단선 [와이즈픽] / YTN",https://youtube.com/watch?v=oz_ekI92dlY&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.7만회,4주 전
92,"데뷔 7주년 맞은 블랙핑크, 향후 활동 ‘촉각’ [잇슈 연예] / KBS  2023.08.07.",https://youtube.com/watch?v=XMaOB3B9pxg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.5천회,7일 전
93,[블랙핑크] 제니와 지수가 한국인인 증거,https://youtube.com/shorts/4sPggVfBiVw,9.6만회,1개월 전
94,"[문화연예 플러스] 블랙핑크 제니, 전용 헬기 공개 (2023.06.21/뉴스투데이/MBC)",https://youtube.com/watch?v=cDPy4MEYdOI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,8만회,1개월 전
95,"BLACKPINK (JISOO, ROSÉ) 블랙핑크 지수 로제 출국 DEPARTURE | 인천공항 230810",https://youtube.com/watch?v=2MMgfpHGPcY&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.6만회,4일 전
96,"""또 다른 시위가 열린줄 알았다"" 8만명 파리 블랙핑크 콘서트 충격현장  #블랙핑크 #블랙핑크파리콘서트 #blackpink",https://youtube.com/watch?v=pHkT-B_svGo&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,8.4천회,4주 전
97,"지수·로제(블랙핑크),""흐린 날씨에도 미모는 매우 맑음""l JISOO·ROSÉ(BLACKPINK), ""Shining Beauty, even in cloudy weather""[공항]",https://youtube.com/watch?v=6bdJt_r-Zg4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.5만회,4일 전
98,[4K] 230702 You And Me + SOLO 블랙핑크 제니 직캠 BLACKPINK Jennie fancam @BST Hyde Park,https://youtube.com/watch?v=z-C1g5Vn574&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,13만회,1개월 전
99,230702 BLACKPINK JISOO 블랙핑크 지수 - Pink Venom @BST HydePark Festival fancam 직캠 4k,https://youtube.com/watch?v=MbfeAoj2dDk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.7만회,1개월 전
100,블랙핑크의 파리 콘서트를 비난한 언론사 조작된 사진 사용하다가 욕먹는 중ㄷㄷ,https://youtube.com/watch?v=lv1PCh-NAso&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.8천회,3주 전
101,"블랙핑크, 유튜브 구독자 '9천만 명' 돌파…아티스트 최초 / SBS / 굿모닝연예",https://youtube.com/watch?v=yj9tWP6j5Y8&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.9천회,3주 전
102,'제2의 빅뱅·블랙핑크' 시동거는 YG [말하는 기자들_대중문화_0728],https://youtube.com/watch?v=jmWJVyIRGRc&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.5천회,2주 전
103,"[문화연예 플러스] 베트남, '구단선' 논란에도 블랙핑크 공연 허가 (2023.07.26/뉴스투데이/MBC)",https://youtube.com/watch?v=txsLMpqvJfw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.5만회,2주 전
104,[블랙핑크] 땀이 많은 지수를 만지고 기겁한 제니 ㅋㅋㅋ,https://youtube.com/shorts/ZoGkzguxgH8,22만회,4주 전
105,[블랙핑크] 블핑 8주년이 기대되는 지수,https://youtube.com/shorts/zSEu2VtfiZ4,4.1천회,6일 전
106,"블랙핑크 지수(BLACKPINK JISOO), '밀수' VIP시사회에 떴다.. 깜짝 등장에 흥분한 국내외 블링크 팬들 @ 메가박스 코엑스 230720 ※ 함성주의 ※",https://youtube.com/watch?v=hCxg3_r6wpg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3만회,3주 전
107,드디어 블랙핑크 '젠츄리챙' 완전체 보유국(입국)✈️BLACKPINK ICN Airport Arrival #Newsen,https://youtube.com/watch?v=nhmn1fAjU0k&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,10만회,3주 전
108,블랙핑크 터졌다,https://youtube.com/watch?v=y0n42pDPhF8&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,16만회,3주 전
109,"블랙핑크 로제가 피프티피프티 아란에게 ""정신차려라""고 공개저격한 이유",https://youtube.com/watch?v=k3iyOv9j4mU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,45만회,1개월 전
110,요즘 해외에서 제니 미디어 반응,https://youtube.com/watch?v=02U4pZ1L1n4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.4만회,1개월 전
111,230702 BLACKPINK JISOO 블랙핑크 지수 - Lovesick Girls @BST HydePark Festival fancam 직캠 4k,https://youtube.com/watch?v=9ClQ9V8GtTg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.3만회,1개월 전
112,"[문화연예 플러스] 블랙핑크, K팝 여성 가수 최초 유럽 스타디움 공연 (2023.07.19/뉴스투데이/MBC)",https://youtube.com/watch?v=FT9u9Ji6yKQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.8만회,3주 전
113,블랙핑크 베트남 콘서트 싹쓸 초대박친 상황? 자식 따라 부모들까지 콘서트장 찾게 만드는 블랙핑크해외반응 blackpink reaction,https://youtube.com/watch?v=4DeCuiHPx6o&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.7만회,1개월 전
114,230702 BLACKPINK LISA 블랙핑크 리사 - MONEY BST HydePark Festival fancam 직캠,https://youtube.com/watch?v=rDzQF0tXYGM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,35만회,1개월 전
115,230702 BLACKPINK JENNIE 제니 직캠 - Shut Down @BST Hyde Park,https://youtube.com/watch?v=DQRVGt7fmiY&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,8만회,1개월 전
116,"BLACKPINK 블랙핑크 Born Pink Tour in Hanoi, Day 2 - REALLY (230730) (JENNIE 제니 4K Fancam)",https://youtube.com/watch?v=LU_TxnwaX88&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.2만회,2주 전
117,Blackpink @ Stade de France in Paris - Shut Down | Fancam,https://youtube.com/watch?v=pz31TRwpri0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,20만회,4주 전
118,230702 BLACKPINK JISOO 블랙핑크 지수 - Shut Down @BST HydePark Festival fancam 직캠 4k,https://youtube.com/watch?v=u57RfD3VmsA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.2만회,1개월 전
119,"블랙핑크, 영국 음악 축제 헤드라이너 출연 [잇슈 연예] / KBS  2023.07.04.",https://youtube.com/watch?v=zhpgp6IMJmk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3만회,1개월 전
120,"‘블랙핑크, 뉴욕 메트라이프 싹쓸’ 연일 매진으로 BTS기록 돌파?! 새로이 역사를 써내려가는 블랙핑크",https://youtube.com/watch?v=KbXy51t1uUs&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.3천회,2일 전
121,BLACKPINK '블랙핑크' '붐바야 (BOOMBAYAH)' + 'LOVESICK GIRLS' 230715 4K Fancam at Stade de France BORN PINK,https://youtube.com/watch?v=MJTFYiLJe4s&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,9만회,4주 전
122,2023.07.29 BLACKPINK BORN PINK HANOI JISOO SOLO FLOWER 블랙핑크 하노일 지수 솔로 꽃🌹,https://youtube.com/watch?v=CaVokH9QHBw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.2천회,2주 전
123,"블랙핑크 리사, 소속사 재계약 불발설…입장 내놓은 YG / SBS / 굿모닝연예",https://youtube.com/watch?v=mp1nEnS9HcA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.1만회,1개월 전
124,BLACKPINK “JENNIE” (블랙핑크 제니) 출국 ‘귀여운 샤넬 레인부츠 신은 제니’ | 인천공항,https://youtube.com/watch?v=SvNnoqI1s9I&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.5만회,4일 전
125,세계에 한 대 있다는 블랙핑크 제니 슈퍼카 #shorts #자동차,https://youtube.com/shorts/XLCp1Hm_8uo,5.9만회,6일 전
126,"블랙핑크(BLACKPINK) 재계약, 투애니원(2NE1)이 생각나는 이유?",https://youtube.com/watch?v=dttAWn6MCpo&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.5천회,2주 전
127,"블랙핑크, 지금 중국에서 미친듯이 쌍욕 먹는 이유...",https://youtube.com/watch?v=BXMFqoahLWg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3만회,1개월 전
128,"""갑자기?"" 쿨하게 인정해버린 블랙핑크 지수 열애설... 멘붕에 빠진 해외 반응",https://youtube.com/watch?v=dUvkixcZGeA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.5천회,11일 전
129,"블랙핑크(BLACKPINK), 월드스타 블핑 '최고에요!'(입국)✈️'SGBAC' Airport Arrival 23.6.18 #Newsen",https://youtube.com/watch?v=uIZ_ses2Vx0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.8만회,1개월 전
130,"블랙핑크 지수, 배우 안보현과 교제...""알아가는 단계"" / YTN",https://youtube.com/watch?v=e0hLMN3NkxI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.1만회,11일 전
131,"[4K풀버전] 블랙핑크 '지수·제니', 젠득이와 츄 ❤️✈️BLACKPINK 'JISOO·JENNIE' ICN Airport Arrival 23.7.17 #Newsen",https://youtube.com/watch?v=ReWoURxTp0E&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.6만회,4주 전
132,230702 BLACKPINK JISOO 블랙핑크 지수 - 꽃 Flower @BST HydePark Festival fancam 직캠 4k,https://youtube.com/watch?v=slYniqW1z_g&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,68만회,1개월 전
133,[풀버전] 블랙핑크 '로제·제니·지수' (입국)✈️BLACKPINK 'JENNIE·JISOO·ROSÉ' ICN Airport Arrival 23.7.4 #Newsen,https://youtube.com/watch?v=FREWEqc0H_o&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,41만회,1개월 전
134,[KPOP IN PUBLIC] BLACKPINK (블랙 핑크) - BOOMBAYAH (붐바야) | Dance Cover | Hiraeth Crew from Barcelona,https://youtube.com/watch?v=_BuYisRUcSs&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.9만회,6일 전
135,"블랙핑크 지수, 핫한 영화는 놓칠 수 없지~ ‘존재 자체가 러블리 지츄’(밀수 VIP포토월)/ BLACKPINK JISOO #Newsen",https://youtube.com/watch?v=y6Y1Gcg5FUk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.3만회,3주 전
136,"블랙핑크 '제니', '매력·미모' 갓벽 젠득 (출국)✈️BLACKPINK 'JENNIE' Airport Departure 23.7.13 #Newsen",https://youtube.com/watch?v=mc59Wavnb4o&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.5만회,1개월 전
137,"♥ 뉴진스, 블랙핑크, 트와이스 ▶ NEW JEANS, BLACKPINK, TWICE (최근 12개월)",https://youtube.com/watch?v=ywnWmTiUgrU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,926회,2주 전
138,"블랙핑크 리사, ‘럭셔리 러블리 골져스’ 수식어가 부족한 퀸의 자태(불가리 포토월)/ BLACKPINK LISA #Newsen",https://youtube.com/watch?v=57K7XdlZhh4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,21만회,1개월 전
139,[프랑스 브이로그] 프랑스 학예회에서 쉬는 시간에 블랙핑크 노래를 틀었더니 난리났습니다. ㅎㅎ  #국제가족 #해외생활 #육아브이로그,https://youtube.com/watch?v=kdhLNpJL8lU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.7만회,3주 전
140,[블랙핑크] 코첼라 공동 창립자가 직접 콘서트에 섭외한 퀸랙핑크,https://youtube.com/shorts/tdjkYcRON64,1.3만회,1개월 전
141,영국 런던 BST 하이드파크에서 블랙핑크 본 브이로그🇬🇧 | BLACKPINK at BST Hyde Park (London - 02/07/2023),https://youtube.com/watch?v=HHqfD6sf390&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.7만회,4주 전
142,[블랙핑크] ISTP 지수 vs ENFP 로제,https://youtube.com/shorts/IzZa_dSbqHs,11만회,1개월 전
143,🖤블랙핑크 7주년 기념 믹스셋💖블링크 모여라! 🎉DJ KARA카라🔥/ 케이팝 바운스,https://youtube.com/watch?v=SB0l98eUMXc&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.6천회,15시간 전
144,"BLACKPINK (JISOO, JENNIE) 블랙핑크 입국 (지수,제니) Arrival | 인천공항 • 비몽",https://youtube.com/watch?v=_oB6ghLbd3c&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.3만회,4주 전
145,"BLACKPINK '블랙핑크' 'PINK VENOM' 230715 4K Fancam at Stade de France, Paris BORN PINK encore",https://youtube.com/watch?v=CIQlNpNcv6U&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.9만회,4주 전
146,【일본방송 번역】 블랙핑크 Black Pink | 지금 전 지구 규모로 주목받고 있는 블랙핑크! - 그녀들은 왜 세계를 사로잡았는가? #blackpink #블랙핑크,https://youtube.com/watch?v=Y-0HRCbjy44&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.1만회,1개월 전
147,"(SUB) 이나연의 최근 잘산템🎁 & 방구석 안쓴템🎒👡 l 블랙핑크 제니 목걸이, 지수 블라우스 손민수 후기🩷🖤",https://youtube.com/watch?v=cd0rqMJTXvU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,30만회,10일 전
148,홀란드 준비성에 심쿵한 블랙핑크 지수❤️‍🔥,https://youtube.com/shorts/s3Kdm9C2ock,38만회,11일 전
149,"블랙핑크(BLACKPINK) 제니, 단추 세개 달린 원피스 입고 빵 터진 이유는?",https://youtube.com/watch?v=bpJ63q15_MQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.4만회,1개월 전
150,"블랙핑크 지수❤안보현, 이제보니 빼박이라는 열애 티났던 과거 장면들ㄷㄷ",https://youtube.com/watch?v=_8WduitM-sM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,9.7만회,11일 전
151,블랙핑크 지수-안보현 열애 💖투샷은 이런 느낌 💖 다시보는 '밀수' VIP시사회 | JISOO & Ahn Bo-hyun This is how the two-shot feels,https://youtube.com/watch?v=LFHzl3lum10&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.5만회,11일 전
152,BLACKPINK (블랙핑크) 파리 콘서트 출국 공항패션 AIRPORT DEPARTURE | 인천공항 • 비몽,https://youtube.com/watch?v=BR8B2P04_JA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,23만회,1개월 전
153,"[4K] 블랙핑크 '제니', 부끄 부끄 젠득❤️사랑스럽지?! (입국)✈️BLACKPINK 'JENNIE' ICN Airport Arrival 23.7.17 #Newsen",https://youtube.com/watch?v=kF9Q0oV2zXA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.2만회,4주 전
154,로베의 지수 꽃 챌린지! 💕 #블랙핑크 #shorts,https://youtube.com/shorts/gbg02wCCr7Q,1248만회,1개월 전
155,Blackpink @ Stade de France in Paris - Pink Venom | Fancam,https://youtube.com/watch?v=R5a02L-aROM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,24만회,4주 전
156,"블랙핑크 '로제', 예쁨이 휘날리는 금빛 미소 (출국)✈️BLACKPINK 'ROSÉ' Airport Departure 23.7.14 #Newsen",https://youtube.com/watch?v=sHaeeY6Ar0o&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.6만회,1개월 전
157,"블랙핑크 파리 앙코르 콘서트 ""프랑스 폭동의 한가운데서 펼쳐진 사랑과 평화의 케이팝 축제"" [BLACKPINK PARIS ENCORE]",https://youtube.com/watch?v=NdGUp9Tz3gk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.1만회,4주 전
158,"블랙핑크 지수 , 당신이 몰랐던 8가지 사실",https://youtube.com/watch?v=JRpA1i1iy0A&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.8만회,11일 전
159,[씬속뉴스] 블랙핑크 '뚜두뚜두' MV 21억 뷰 돌파…블랙핑크 독보적 '유튜브 퀸' / 연합뉴스TV (YonhapnewsTV),https://youtube.com/watch?v=voXvO40Bab0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.5천회,13일 전
160,BLACKPINK (블랙핑크) - Tally Color Coded Lyrics,https://youtube.com/watch?v=OQKWc5SSrsE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.3천회,7일 전
161,블랙핑크 지수·배우 안보현 열애…외신도 주목 [잇슈 연예] / KBS  2023.08.04.,https://youtube.com/watch?v=7jOyPtFtyN4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.1만회,10일 전
162,"블랙핑크 지수의 ""꽃"" 작곡한 히트곡 메이커와 엄정화가 만나면? #댄스가수유랑단 EP.11 | tvN 230803 방송",https://youtube.com/watch?v=Iss7hlCIAtM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3만회,9일 전
163,[4K] 221016 블랙핑크 콘서트 You And Me 제니 직캠 You and ME Jennie fancam @BORN PINK in Seoul,https://youtube.com/watch?v=dAZK900jkHM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.8만회,3주 전
164,쿨룩 LIVE ▷ 키스오브라이프(KISS OF LIFE) '휘파람 [원곡: 블랙핑크]' 라이브 / [데이식스의 키스 더 라디오] I KBS 230728 방송,https://youtube.com/watch?v=kZ7f4OqBTXk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.1만회,2주 전
165,Blackpink @ Stade de France in Paris - Pretty Savage | Fancam,https://youtube.com/watch?v=8L-n7xlqcMI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,38만회,4주 전
